"fecha";"hora";"vuelo";"origen";"estado";"franja_horaria";"icao";"iata";"numero_vuelo"
"2025-11-10";"18:55";"RYR2217";"MARRAKECH (RAK)";"No informado";"Noche";"RYR";"RAK";"2217"
"2025-11-10";"18:55";"SWR2146";"ZURICH (ZRH)";"No informado";"Noche";"SWR";"ZRH";"2146"
"2025-11-10";"19:10";"LGL763";"LUXEMBURGO (LUX)";"No informado";"Noche";"LGL";"LUX";"763"
"2025-11-10";"19:10";"RYR7340";"VIENA (VIE)";"No informado";"Noche";"RYR";"VIE";"7340"
"2025-11-10";"19:20";"RYR2229";"CRACOVIA (KRK)";"No informado";"Noche";"RYR";"KRK";"2229"
"2025-11-10";"19:30";"TRA6331";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Noche";"TRA";"AMS";"6331"
"2025-11-10";"19:30";"VLG8155";"PARIS /ORLY (ORY)";"No informado";"Noche";"VLG";"ORY";"8155"
"2025-11-10";"19:45";"VLG3103";"TENERIFE NORTE-C. LA LAGUNA (TFN)";"No informado";"Noche";"VLG";"TFN";"3103"
"2025-11-10";"20:00";"IBE2376";"BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN)";"No informado";"Noche";"IBE";"BCN";"2376"
"2025-11-10";"20:00";"WMT3411";"CLUJ NAPOCA/SOMESENI (CLJ)";"No informado";"Noche";"WMT";"CLJ";"3411"
"2025-11-10";"20:05";"IBE2393";"SEVILLA (SVQ)";"No informado";"Noche";"IBE";"SVQ";"2393"
"2025-11-10";"20:25";"RYR2147";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Noche";"RYR";"CRL";"2147"
"2025-11-10";"20:30";"RYR2301";"BUDAPEST (BUD)";"No informado";"Noche";"RYR";"BUD";"2301"
"2025-11-10";"20:35";"BEL3751";"BRUSELAS (BRU)";"No informado";"Noche";"BEL";"BRU";"3751"
"2025-11-10";"20:35";"RYR1971";"TENERIFE SUR (TFS)";"No informado";"Noche";"RYR";"TFS";"1971"
"2025-11-10";"20:40";"RYR620";"BOLONIA (BLQ)";"No informado";"Noche";"RYR";"BLQ";"620"
"2025-11-10";"20:45";"VLG3964";"SEVILLA (SVQ)";"No informado";"Noche";"VLG";"SVQ";"3964"
"2025-11-10";"21:05";"RYR3488";"LANZAROTE CÉSAR MANRIQUE (ACE)";"No informado";"Noche";"RYR";"ACE";"3488"
"2025-11-10";"21:05";"IBE2400";"PALMA DE MALLORCA (PMI)";"No informado";"Noche";"IBE";"PMI";"2400"
"2025-11-10";"21:10";"VOE3816";"A CORUÑA (LCG)";"No informado";"Noche";"VOE";"LCG";"3816"
"2025-11-10";"21:40";"RYR1770";"MARSELLA (MRS)";"No informado";"Noche";"RYR";"MRS";"1770"
"2025-11-10";"21:45";"RYR6415";"PESCARA (PSR)";"No informado";"Noche";"RYR";"PSR";"6415"
"2025-11-10";"21:55";"RYR7470";"MILAN /MALPENSA (MXP)";"No informado";"Noche";"RYR";"MXP";"7470"
"2025-11-10";"22:00";"RYR2646";"OPORTO (OPO)";"No informado";"Noche";"RYR";"OPO";"2646"
"2025-11-10";"22:10";"RYR1611";"BARI /PALESE (BRI)";"No informado";"Noche";"RYR";"BRI";"1611"
"2025-11-10";"22:25";"RYR1718";"EINDHOVEN (EIN)";"No informado";"Noche";"RYR";"EIN";"1718"
"2025-11-10";"22:35";"RYR2208";"SEVILLA (SVQ)";"No informado";"Noche";"RYR";"SVQ";"2208"
"2025-11-10";"22:40";"VLG8473";"LONDRES /GATWICK (LGW)";"No informado";"Noche";"VLG";"LGW";"8473"
"2025-11-10";"22:55";"RYR6248";"TREVISO/S.ANGELO (MIL) (TSF)";"No informado";"Noche";"RYR";"TSF";"6248"
"2025-11-10";"23:15";"RYR6325";"LONDRES /STANSTED (STN)";"No informado";"Noche";"RYR";"STN";"6325"
"2025-11-10";"23:20";"RYR999";"ROMA /FIUMICINO (FCO)";"No informado";"Noche";"RYR";"FCO";"999"
"2025-11-10";"23:30";"RYR4663";"MILAN/BERGAMO (BGY)";"No informado";"Noche";"RYR";"BGY";"4663"
"2025-11-10";"23:35";"IBE2406";"PALMA DE MALLORCA (PMI)";"No informado";"Noche";"IBE";"PMI";"2406"
"2025-11-10";"23:40";"IBE2431";"IBIZA (IBZ)";"No informado";"Noche";"IBE";"IBZ";"2431"
"2025-11-11";"00:25";"RYR5540";"TANGER (TNG)";"No informado";"Madrugada";"RYR";"TNG";"5540"
"2025-11-11";"00:30";"RYR2271";"SANTIAGO-ROSALÍA DE CASTRO (SCQ)";"No informado";"Madrugada";"RYR";"SCQ";"2271"
"2025-11-11";"08:55";"VLG8151";"PARIS /ORLY (ORY)";"No informado";"Mañana";"VLG";"ORY";"8151"
"2025-11-11";"09:05";"WZZ1337";"VARSOVIA (WAW)";"No informado";"Mañana";"WZZ";"WAW";"1337"
"2025-11-11";"09:15";"TRA6331";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Mañana";"TRA";"AMS";"6331"
"2025-11-11";"09:20";"TRA5105";"EINDHOVEN (EIN)";"No informado";"Mañana";"TRA";"EIN";"5105"
"2025-11-11";"09:50";"EWG9538";"DUSSELDORF (DUS)";"No informado";"Mañana";"EWG";"DUS";"9538"
"2025-11-11";"10:05";"VLG5791";"SEVILLA (SVQ)";"No informado";"Mañana";"VLG";"SVQ";"5791"
"2025-11-11";"10:25";"VLG3950";"PALMA DE MALLORCA (PMI)";"No informado";"Mañana";"VLG";"PMI";"3950"
"2025-11-11";"10:40";"WMT3185";"BUCAREST (OTP)";"No informado";"Mañana";"WMT";"OTP";"3185"
"2025-11-11";"10:50";"RYR2229";"CRACOVIA (KRK)";"No informado";"Mañana";"RYR";"KRK";"2229"
"2025-11-11";"10:55";"RYR952";"PISA / GALILEO GALILEI (PSA)";"No informado";"Mañana";"RYR";"PSA";"952"
"2025-11-11";"11:00";"IBE2433";"IBIZA (IBZ)";"No informado";"Mañana";"IBE";"IBZ";"2433"
"2025-11-11";"11:05";"RYR6423";"BOLONIA (BLQ)";"No informado";"Mañana";"RYR";"BLQ";"6423"
"2025-11-11";"11:45";"VLG5713";"BILBAO (BIO)";"No informado";"Mañana";"VLG";"BIO";"5713"
"2025-11-11";"12:05";"RYR2206";"SEVILLA (SVQ)";"No informado";"Tarde";"RYR";"SVQ";"2206"
"2025-11-11";"12:40";"AUA431";"VIENA (VIE)";"No informado";"Tarde";"AUA";"VIE";"431"
"2025-11-11";"12:45";"VLG8352";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Tarde";"VLG";"AMS";"8352"
"2025-11-11";"13:05";"RYR993";"ROMA /FIUMICINO (FCO)";"No informado";"Tarde";"RYR";"FCO";"993"
"2025-11-11";"13:30";"RYR1768";"LISBOA (LIS)";"No informado";"Tarde";"RYR";"LIS";"1768"
"2025-11-11";"13:35";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Tarde";"RYR";"CRL";"1687"
"2025-11-11";"14:00";"VLG1175";"GRAN CANARIA (LPA)";"No informado";"Tarde";"VLG";"LPA";"1175"
"2025-11-11";"14:35";"VLG5980";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"VLG";"PMI";"5980"
"2025-11-11";"15:50";"IBE5548";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"IBE";"PMI";"5548"
"2025-11-11";"15:55";"MEA4065";"MADRID-BARAJAS ADOLFO SUÁREZ (MAD)";"No informado";"Tarde";"MEA";"MAD";"4065"
"2025-11-11";"16:05";"IBE5732";"BRUSELAS (BRU)";"No informado";"Tarde";"IBE";"BRU";"5732"
"2025-11-11";"16:10";"BAW410";"LONDRES / HEATHROW (LHR)";"No informado";"Tarde";"BAW";"LHR";"410"
"2025-11-11";"16:15";"QTR6541";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Tarde";"QTR";"AGP";"6541"
"2025-11-11";"16:35";"RYR705";"SANTIAGO-ROSALÍA DE CASTRO (SCQ)";"No informado";"Tarde";"RYR";"SCQ";"705"
"2025-11-11";"16:45";"IBE2406";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"IBE";"PMI";"2406"
"2025-11-11";"17:45";"TRA6443";"ROTTERDAM (RTM)";"No informado";"Tarde";"TRA";"RTM";"6443"
"2025-11-11";"19:10";"RYR6248";"TREVISO/S.ANGELO (MIL) (TSF)";"No informado";"Noche";"RYR";"TSF";"6248"
"2025-11-11";"19:25";"RYR8109";"CORK (ORK)";"No informado";"Noche";"RYR";"ORK";"8109"
"2025-11-11";"19:35";"IBE5676";"PARIS /ORLY (ORY)";"No informado";"Noche";"IBE";"ORY";"5676"
"2025-11-11";"19:35";"WMT3567";"TIMISOARA (TSR)";"No informado";"Noche";"WMT";"TSR";"3567"
"2025-11-11";"20:35";"RYR643";"LONDRES /STANSTED (STN)";"No informado";"Noche";"RYR";"STN";"643"
"2025-11-11";"20:40";"EZY8013";"LONDRES /GATWICK (LGW)";"No informado";"Noche";"EZY";"LGW";"8013"
"2025-11-11";"20:55";"VLG5800";"PALMA DE MALLORCA (PMI)";"No informado";"Noche";"VLG";"PMI";"5800"
"2025-11-11";"21:00";"RYR497";"MILAN/BERGAMO (BGY)";"No informado";"Noche";"RYR";"BGY";"497"
"2025-11-11";"21:30";"WMT5155";"TIRANA (TIA)";"No informado";"Noche";"WMT";"TIA";"5155"
"2025-11-11";"21:45";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"Noche";"RYR";"MXP";"1444"
"2025-11-12";"00:50";"IBE1085";"MADRID-BARAJAS ADOLFO SUÁREZ (MAD)";"No informado";"Madrugada";"IBE";"MAD";"1085"
"2025-11-12";"08:35";"RYR2206";"SEVILLA (SVQ)";"No informado";"Mañana";"RYR";"SVQ";"2206"
"2025-11-12";"08:45";"RYR1780";"BADEN BADEN-KARLSRUHE (FKB) (FKB)";"No informado";"Mañana";"RYR";"FKB";"1780"
"2025-11-12";"08:45";"VLG8151";"PARIS /ORLY (ORY)";"No informado";"Mañana";"VLG";"ORY";"8151"
"2025-11-12";"09:05";"KLM2659";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Mañana";"KLM";"AMS";"2659"
"2025-11-12";"09:10";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"Mañana";"RYR";"MXP";"1444"
"2025-11-12";"09:15";"RYR4631";"MILAN/BERGAMO (BGY)";"No informado";"Mañana";"RYR";"BGY";"4631"
"2025-11-12";"10:00";"RYR1092";"EDIMBURGO (EDI)";"No informado";"Mañana";"RYR";"EDI";"1092"
"2025-11-12";"10:50";"ITY9006";"ROMA /FIUMICINO (FCO)";"No informado";"Mañana";"ITY";"FCO";"9006"
"2025-11-12";"11:10";"KLJ3948";"BOLONIA (BLQ)";"No informado";"Mañana";"KLJ";"BLQ";"3948"
"2025-11-12";"11:15";"AZU7351";"LISBOA (LIS)";"No informado";"Mañana";"AZU";"LIS";"7351"
"2025-11-12";"11:15";"RYR643";"LONDRES /STANSTED (STN)";"No informado";"Mañana";"RYR";"STN";"643"
"2025-11-12";"11:45";"RYR6248";"TREVISO/S.ANGELO (MIL) (TSF)";"No informado";"Mañana";"RYR";"TSF";"6248"
"2025-11-12";"12:10";"VOE3582";"ASTURIAS (OVD)";"No informado";"Tarde";"VOE";"OVD";"3582"
"2025-11-12";"12:10";"SWR2140";"ZURICH (ZRH)";"No informado";"Tarde";"SWR";"ZRH";"2140"
"2025-11-12";"12:20";"VLG8921";"BRUSELAS (BRU)";"No informado";"Tarde";"VLG";"BRU";"8921"
"2025-11-12";"12:45";"RYR705";"SANTIAGO-ROSALÍA DE CASTRO (SCQ)";"No informado";"Tarde";"RYR";"SCQ";"705"
"2025-11-12";"12:55";"RYR1740";"DUBLIN (DUB)";"No informado";"Tarde";"RYR";"DUB";"1740"
"2025-11-12";"13:05";"RYR9237";"SOFIA (SOF)";"No informado";"Tarde";"RYR";"SOF";"9237"
"2025-11-12";"13:05";"EWG9538";"DUSSELDORF (DUS)";"No informado";"Tarde";"EWG";"DUS";"9538"
"2025-11-12";"14:20";"VLG3964";"SEVILLA (SVQ)";"No informado";"Tarde";"VLG";"SVQ";"3964"
"2025-11-12";"14:20";"VLG5819";"IBIZA (IBZ)";"No informado";"Tarde";"VLG";"IBZ";"5819"
"2025-11-12";"15:15";"RYR1710";"OPORTO (OPO)";"No informado";"Tarde";"RYR";"OPO";"1710"
"2025-11-12";"17:10";"RYR993";"ROMA /FIUMICINO (FCO)";"No informado";"Tarde";"RYR";"FCO";"993"
"2025-11-12";"17:10";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Tarde";"RYR";"CRL";"1687"
"2025-11-12";"17:20";"RYR497";"MILAN/BERGAMO (BGY)";"No informado";"Tarde";"RYR";"BGY";"497"
"2025-11-12";"17:30";"IBE5674";"PARIS /ORLY (ORY)";"No informado";"Tarde";"IBE";"ORY";"5674"
"2025-11-12";"18:30";"IBE2406";"PALMA DE MALLORCA (PMI)";"No informado";"Noche";"IBE";"PMI";"2406"
"2025-11-12";"18:45";"TRA5105";"EINDHOVEN (EIN)";"No informado";"Noche";"TRA";"EIN";"5105"
"2025-11-12";"19:05";"RYR952";"PISA / GALILEO GALILEI (PSA)";"No informado";"Noche";"RYR";"PSA";"952"
"2025-11-12";"19:25";"IBE5405";"TENERIFE NORTE-C. LA LAGUNA (TFN)";"No informado";"Noche";"IBE";"TFN";"5405"
"2025-11-12";"19:45";"VLG8155";"PARIS /ORLY (ORY)";"No informado";"Noche";"VLG";"ORY";"8155"
"2025-11-12";"20:05";"RYR616";"IBIZA (IBZ)";"No informado";"Noche";"RYR";"IBZ";"616"
"2025-11-12";"20:15";"RYR1003";"ROMA /FIUMICINO (FCO)";"No informado";"Noche";"RYR";"FCO";"1003"
"2025-11-12";"20:30";"IBE5548";"PALMA DE MALLORCA (PMI)";"No informado";"Noche";"IBE";"PMI";"5548"
"2025-11-12";"20:30";"IBE5554";"BILBAO (BIO)";"No informado";"Noche";"IBE";"BIO";"5554"
"2025-11-12";"20:45";"EZY8013";"LONDRES /GATWICK (LGW)";"No informado";"Noche";"EZY";"LGW";"8013"
"2025-11-12";"21:10";"RYR1718";"EINDHOVEN (EIN)";"No informado";"Noche";"RYR";"EIN";"1718"
"2025-11-12";"22:45";"RYR7201";"GRAN CANARIA (LPA)";"No informado";"Noche";"RYR";"LPA";"7201"
"2025-11-12";"23:20";"DLH1164";"FRANKFURT (FRA)";"No informado";"Noche";"DLH";"FRA";"1164"
"2025-11-13";"07:50";"RYR999";"ROMA /FIUMICINO (FCO)";"No informado";"Mañana";"RYR";"FCO";"999"
"2025-11-13";"07:55";"SWR2130";"GINEBRA (GVA)";"No informado";"Mañana";"SWR";"GVA";"2130"
"2025-11-13";"08:25";"RYR2257";"KOELN/BONN (CGN)";"No informado";"Mañana";"RYR";"CGN";"2257"
"2025-11-13";"09:00";"ASL590";"BELGRADO (BEG)";"No informado";"Mañana";"ASL";"BEG";"590"
"2025-11-13";"09:05";"RYR5540";"TANGER (TNG)";"No informado";"Mañana";"RYR";"TNG";"5540"
"2025-11-13";"09:10";"RYR7215";"PALMA DE MALLORCA (PMI)";"No informado";"Mañana";"RYR";"PMI";"7215"
"2025-11-13";"09:10";"SWR2140";"ZURICH (ZRH)";"No informado";"Mañana";"SWR";"ZRH";"2140"
"2025-11-13";"09:20";"EWG9538";"DUSSELDORF (DUS)";"No informado";"Mañana";"EWG";"DUS";"9538"
"2025-11-13";"09:20";"TVF4620";"PARIS /ORLY (ORY)";"No informado";"Mañana";"TVF";"ORY";"4620"
"2025-11-13";"09:25";"RYR1740";"DUBLIN (DUB)";"No informado";"Mañana";"RYR";"DUB";"1740"
"2025-11-13";"09:45";"RYR4741";"POZNAN /LAWICA (POZ)";"No informado";"Mañana";"RYR";"POZ";"4741"
"2025-11-13";"09:55";"RYR802";"VIENA (VIE)";"No informado";"Mañana";"RYR";"VIE";"802"
"2025-11-13";"10:20";"RYR2229";"CRACOVIA (KRK)";"No informado";"Mañana";"RYR";"KRK";"2229"
"2025-11-13";"10:25";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"Mañana";"RYR";"MXP";"1444"
"2025-11-13";"10:35";"RYR497";"MILAN/BERGAMO (BGY)";"No informado";"Mañana";"RYR";"BGY";"497"
"2025-11-13";"10:55";"RYR6248";"TREVISO/S.ANGELO (MIL) (TSF)";"No informado";"Mañana";"RYR";"TSF";"6248"
"2025-11-13";"10:55";"RYR643";"LONDRES /STANSTED (STN)";"No informado";"Mañana";"RYR";"STN";"643"
"2025-11-13";"11:00";"DLH1840";"MUNICH (MUC)";"No informado";"Mañana";"DLH";"MUC";"1840"
"2025-11-13";"11:15";"BAW410";"LONDRES / HEATHROW (LHR)";"No informado";"Mañana";"BAW";"LHR";"410"
"2025-11-13";"11:35";"RYR1611";"BARI /PALESE (BRI)";"No informado";"Mañana";"RYR";"BRI";"1611"
"2025-11-13";"12:15";"RYR1003";"ROMA /FIUMICINO (FCO)";"No informado";"Tarde";"RYR";"FCO";"1003"
"2025-11-13";"12:20";"VOE3582";"ASTURIAS (OVD)";"No informado";"Tarde";"VOE";"OVD";"3582"
"2025-11-13";"12:25";"RYR6836";"NAPOLES (NAP)";"No informado";"Tarde";"RYR";"NAP";"6836"
"2025-11-13";"12:25";"EZS1371";"GINEBRA (GVA)";"No informado";"Tarde";"EZS";"GVA";"1371"
"2025-11-13";"13:30";"RYR138";"BERLIN BRANDENBURG (BER)";"No informado";"Tarde";"RYR";"BER";"138"
"2025-11-13";"14:00";"RYR2301";"BUDAPEST (BUD)";"No informado";"Tarde";"RYR";"BUD";"2301"
"2025-11-13";"14:10";"SWR2142";"ZURICH (ZRH)";"No informado";"Tarde";"SWR";"ZRH";"2142"
"2025-11-13";"14:35";"VLG5791";"SEVILLA (SVQ)";"No informado";"Tarde";"VLG";"SVQ";"5791"
"2025-11-13";"15:25";"RYR952";"PISA / GALILEO GALILEI (PSA)";"No informado";"Tarde";"RYR";"PSA";"952"
"2025-11-13";"15:30";"IBE5548";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"IBE";"PMI";"5548"
"2025-11-13";"15:40";"IBE5732";"BRUSELAS (BRU)";"No informado";"Tarde";"IBE";"BRU";"5732"
"2025-11-13";"15:50";"RYR1710";"OPORTO (OPO)";"No informado";"Tarde";"RYR";"OPO";"1710"
"2025-11-13";"16:20";"QTR6541";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Tarde";"QTR";"AGP";"6541"
"2025-11-13";"16:40";"RYR2985";"BRUSELAS (BRU)";"No informado";"Tarde";"RYR";"BRU";"2985"
"2025-11-13";"16:55";"EJU5103";"BERLIN BRANDENBURG (BER)";"No informado";"Tarde";"EJU";"BER";"5103"
"2025-11-13";"17:00";"RYR2206";"SEVILLA (SVQ)";"No informado";"Tarde";"RYR";"SVQ";"2206"
"2025-11-13";"17:15";"DLH1162";"FRANKFURT (FRA)";"No informado";"Tarde";"DLH";"FRA";"1162"
"2025-11-13";"18:10";"RYR993";"ROMA /FIUMICINO (FCO)";"No informado";"Noche";"RYR";"FCO";"993"
"2025-11-13";"18:25";"RYR4728";"MILAN/BERGAMO (BGY)";"No informado";"Noche";"RYR";"BGY";"4728"
"2025-11-13";"18:30";"RYR620";"BOLONIA (BLQ)";"No informado";"Noche";"RYR";"BLQ";"620"
"2025-11-13";"18:50";"TRA6441";"ROTTERDAM (RTM)";"No informado";"Noche";"TRA";"RTM";"6441"
"2025-11-13";"19:50";"EWG2530";"STUTTGART (STR)";"No informado";"Noche";"EWG";"STR";"2530"
"2025-11-13";"20:40";"RYR645";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Noche";"RYR";"AGP";"645"
"2025-11-13";"20:45";"VLG3968";"BILBAO (BIO)";"No informado";"Noche";"VLG";"BIO";"3968"
"2025-11-13";"20:45";"RYR3488";"LANZAROTE CÉSAR MANRIQUE (ACE)";"No informado";"Noche";"RYR";"ACE";"3488"
"2025-11-13";"21:10";"RYR4486";"PALERMO /PUNTA RAISI (PMO)";"No informado";"Noche";"RYR";"PMO";"4486"
"2025-11-13";"21:20";"RYR6325";"LONDRES /STANSTED (STN)";"No informado";"Noche";"RYR";"STN";"6325"
"2025-11-13";"21:20";"RYR2259";"TURIN (TRN)";"No informado";"Noche";"RYR";"TRN";"2259"
"2025-11-13";"21:50";"VLG1177";"GRAN CANARIA (LPA)";"No informado";"Noche";"VLG";"LPA";"1177"
"2025-11-13";"22:15";"RYR2217";"MARRAKECH (RAK)";"No informado";"Noche";"RYR";"RAK";"2217"
"2025-11-13";"22:20";"VLG8473";"LONDRES /GATWICK (LGW)";"No informado";"Noche";"VLG";"LGW";"8473"
"2025-11-13";"23:10";"DLH1164";"FRANKFURT (FRA)";"No informado";"Noche";"DLH";"FRA";"1164"
"2025-11-13";"23:30";"RYR1718";"EINDHOVEN (EIN)";"No informado";"Noche";"RYR";"EIN";"1718"
"2025-11-13";"23:35";"RYR616";"IBIZA (IBZ)";"No informado";"Noche";"RYR";"IBZ";"616"
