"fecha";"hora";"vuelo";"origen";"estado";"franja_horaria";"icao";"iata";"numero_vuelo"
"2025-11-13";"23:45";"IBE2406";"PALMA DE MALLORCA (PMI)";"No informado";"Noche";"IBE";"PMI";"2406"
"2025-11-13";"23:50";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Noche";"RYR";"CRL";"1687"
"2025-11-14";"00:05";"VLG8350";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Madrugada";"VLG";"AMS";"8350"
"2025-11-14";"07:50";"RYR497";"MILAN/BERGAMO (BGY)";"No informado";"Mañana";"RYR";"BGY";"497"
"2025-11-14";"08:00";"RYR620";"BOLONIA (BLQ)";"No informado";"Mañana";"RYR";"BLQ";"620"
"2025-11-14";"08:10";"RYR2257";"KOELN/BONN (CGN)";"No informado";"Mañana";"RYR";"CGN";"2257"
"2025-11-14";"08:15";"VOE2656";"LYON (LYS)";"No informado";"Mañana";"VOE";"LYS";"2656"
"2025-11-14";"08:25";"IBE5783";"PARIS /ORLY (ORY)";"No informado";"Mañana";"IBE";"ORY";"5783"
"2025-11-14";"08:40";"RYR2301";"BUDAPEST (BUD)";"No informado";"Mañana";"RYR";"BUD";"2301"
"2025-11-14";"08:50";"LGL763";"LUXEMBURGO (LUX)";"No informado";"Mañana";"LGL";"LUX";"763"
"2025-11-14";"08:50";"RYR138";"BERLIN BRANDENBURG (BER)";"No informado";"Mañana";"RYR";"BER";"138"
"2025-11-14";"08:55";"RYR802";"VIENA (VIE)";"No informado";"Mañana";"RYR";"VIE";"802"
"2025-11-14";"09:00";"RYR1710";"OPORTO (OPO)";"No informado";"Mañana";"RYR";"OPO";"1710"
"2025-11-14";"09:10";"WZZ2385";"BUDAPEST (BUD)";"No informado";"Mañana";"WZZ";"BUD";"2385"
"2025-11-14";"09:10";"SWR2130";"GINEBRA (GVA)";"No informado";"Mañana";"SWR";"GVA";"2130"
"2025-11-14";"09:15";"VOE2436";"BURDEOS (BOD)";"No informado";"Mañana";"VOE";"BOD";"2436"
"2025-11-14";"09:20";"RYR641";"MANCHESTER (MAN)";"No informado";"Mañana";"RYR";"MAN";"641"
"2025-11-14";"09:35";"TRA6335";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Mañana";"TRA";"AMS";"6335"
"2025-11-14";"09:40";"RYR5372";"FEZ /SAIS (FEZ)";"No informado";"Mañana";"RYR";"FEZ";"5372"
"2025-11-14";"09:45";"RYR2271";"SANTIAGO-ROSALÍA DE CASTRO (SCQ)";"No informado";"Mañana";"RYR";"SCQ";"2271"
"2025-11-14";"09:50";"EJU7899";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Mañana";"EJU";"AMS";"7899"
"2025-11-14";"09:50";"TRA5105";"EINDHOVEN (EIN)";"No informado";"Mañana";"TRA";"EIN";"5105"
"2025-11-14";"10:25";"RYR616";"IBIZA (IBZ)";"No informado";"Mañana";"RYR";"IBZ";"616"
"2025-11-14";"10:25";"EZY8011";"LONDRES /GATWICK (LGW)";"No informado";"Mañana";"EZY";"LGW";"8011"
"2025-11-14";"11:00";"RYR1131";"NUREMBERG (NUE)";"No informado";"Mañana";"RYR";"NUE";"1131"
"2025-11-14";"11:05";"TVF4620";"PARIS /ORLY (ORY)";"No informado";"Mañana";"TVF";"ORY";"4620"
"2025-11-14";"11:10";"RYR993";"ROMA /FIUMICINO (FCO)";"No informado";"Mañana";"RYR";"FCO";"993"
"2025-11-14";"11:20";"IBE5732";"BRUSELAS (BRU)";"No informado";"Mañana";"IBE";"BRU";"5732"
"2025-11-14";"11:25";"DLH1840";"MUNICH (MUC)";"No informado";"Mañana";"DLH";"MUC";"1840"
"2025-11-14";"11:30";"RYR6248";"TREVISO/S.ANGELO (MIL) (TSF)";"No informado";"Mañana";"RYR";"TSF";"6248"
"2025-11-14";"11:50";"IBB5804";"TENERIFE NORTE-C. LA LAGUNA (TFN)";"No informado";"Mañana";"IBB";"TFN";"5804"
"2025-11-14";"11:50";"DLH1160";"FRANKFURT (FRA)";"No informado";"Mañana";"DLH";"FRA";"1160"
"2025-11-14";"11:55";"SWR2140";"ZURICH (ZRH)";"No informado";"Mañana";"SWR";"ZRH";"2140"
"2025-11-14";"12:05";"RYR1740";"DUBLIN (DUB)";"No informado";"Tarde";"RYR";"DUB";"1740"
"2025-11-14";"12:10";"RYR9001";"PARIS /BEAUVAIS-TILLE (BVA)";"No informado";"Tarde";"RYR";"BVA";"9001"
"2025-11-14";"12:45";"IBE5405";"TENERIFE NORTE-C. LA LAGUNA (TFN)";"No informado";"Tarde";"IBE";"TFN";"5405"
"2025-11-14";"12:55";"BEL3751";"BRUSELAS (BRU)";"No informado";"Tarde";"BEL";"BRU";"3751"
"2025-11-14";"13:05";"VOE3816";"A CORUÑA (LCG)";"No informado";"Tarde";"VOE";"LCG";"3816"
"2025-11-14";"13:20";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Tarde";"RYR";"CRL";"1687"
"2025-11-14";"13:20";"VLG3968";"BILBAO (BIO)";"No informado";"Tarde";"VLG";"BIO";"3968"
"2025-11-14";"13:25";"RYR2215";"SANTANDER-SEVE BALLESTEROS (SDR)";"No informado";"Tarde";"RYR";"SDR";"2215"
"2025-11-14";"13:30";"RYR643";"LONDRES /STANSTED (STN)";"No informado";"Tarde";"RYR";"STN";"643"
"2025-11-14";"13:30";"EWG9538";"DUSSELDORF (DUS)";"No informado";"Tarde";"EWG";"DUS";"9538"
"2025-11-14";"14:00";"RYR7215";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"RYR";"PMI";"7215"
"2025-11-14";"14:05";"EZS1371";"GINEBRA (GVA)";"No informado";"Tarde";"EZS";"GVA";"1371"
"2025-11-14";"14:15";"RYR5540";"TANGER (TNG)";"No informado";"Tarde";"RYR";"TNG";"5540"
"2025-11-14";"14:30";"VLG5841";"MENORCA (MAH)";"No informado";"Tarde";"VLG";"MAH";"5841"
"2025-11-14";"14:45";"RYR645";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Tarde";"RYR";"AGP";"645"
"2025-11-14";"14:55";"RYR2206";"SEVILLA (SVQ)";"No informado";"Tarde";"RYR";"SVQ";"2206"
"2025-11-14";"14:55";"IBE5847";"BILBAO (BIO)";"No informado";"Tarde";"IBE";"BIO";"5847"
"2025-11-14";"16:05";"RYR4631";"MILAN/BERGAMO (BGY)";"No informado";"Tarde";"RYR";"BGY";"4631"
"2025-11-14";"16:15";"RYR2985";"BRUSELAS (BRU)";"No informado";"Tarde";"RYR";"BRU";"2985"
"2025-11-14";"16:20";"RYR618";"TRIESTE (TRS)";"No informado";"Tarde";"RYR";"TRS";"618"
"2025-11-14";"16:45";"IBE2311";"BILBAO (BIO)";"No informado";"Tarde";"IBE";"BIO";"2311"
"2025-11-14";"16:45";"EZS1031";"BASEL /MULHOUSE (BSL)";"No informado";"Tarde";"EZS";"BSL";"1031"
"2025-11-14";"16:50";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"Tarde";"RYR";"MXP";"1444"
"2025-11-14";"16:55";"RYR1770";"MARSELLA (MRS)";"No informado";"Tarde";"RYR";"MRS";"1770"
"2025-11-14";"16:55";"VLG3964";"SEVILLA (SVQ)";"No informado";"Tarde";"VLG";"SVQ";"3964"
"2025-11-14";"17:10";"VOE3536";"BILBAO (BIO)";"No informado";"Tarde";"VOE";"BIO";"3536"
"2025-11-14";"17:10";"RYR9331";"MARRAKECH (RAK)";"No informado";"Tarde";"RYR";"RAK";"9331"
"2025-11-14";"17:30";"RYR7340";"VIENA (VIE)";"No informado";"Tarde";"RYR";"VIE";"7340"
"2025-11-14";"17:40";"RYR952";"PISA / GALILEO GALILEI (PSA)";"No informado";"Tarde";"RYR";"PSA";"952"
"2025-11-14";"17:45";"RYR2080";"TOULOUSE (TLS)";"No informado";"Tarde";"RYR";"TLS";"2080"
"2025-11-14";"17:50";"RYR999";"ROMA /FIUMICINO (FCO)";"No informado";"Tarde";"RYR";"FCO";"999"
"2025-11-14";"17:55";"RYR1736";"LONDRES /STANSTED (STN)";"No informado";"Tarde";"RYR";"STN";"1736"
"2025-11-14";"18:00";"VLG3952";"PALMA DE MALLORCA (PMI)";"No informado";"Noche";"VLG";"PMI";"3952"
"2025-11-14";"18:20";"RYR2259";"TURIN (TRN)";"No informado";"Noche";"RYR";"TRN";"2259"
"2025-11-14";"19:00";"EJU5103";"BERLIN BRANDENBURG (BER)";"No informado";"Noche";"EJU";"BER";"5103"
"2025-11-14";"19:00";"RYR1699";"IBIZA (IBZ)";"No informado";"Noche";"RYR";"IBZ";"1699"
"2025-11-14";"19:10";"TRA5107";"EINDHOVEN (EIN)";"No informado";"Noche";"TRA";"EIN";"5107"
"2025-11-14";"19:20";"RYR6423";"BOLONIA (BLQ)";"No informado";"Noche";"RYR";"BLQ";"6423"
"2025-11-14";"19:35";"IBE5247";"GRAN CANARIA (LPA)";"No informado";"Noche";"IBE";"LPA";"5247"
"2025-11-14";"20:00";"RYR2147";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Noche";"RYR";"CRL";"2147"
"2025-11-14";"20:15";"BAW410";"LONDRES / HEATHROW (LHR)";"No informado";"Noche";"BAW";"LHR";"410"
"2025-11-14";"20:30";"KLM2523";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Noche";"KLM";"AMS";"2523"
"2025-11-14";"20:45";"IBE2400";"PALMA DE MALLORCA (PMI)";"No informado";"Noche";"IBE";"PMI";"2400"
"2025-11-14";"21:45";"RYR638";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Noche";"RYR";"AGP";"638"
"2025-11-14";"21:55";"RYR2646";"OPORTO (OPO)";"No informado";"Noche";"RYR";"OPO";"2646"
"2025-11-14";"22:00";"RYR2208";"SEVILLA (SVQ)";"No informado";"Noche";"RYR";"SVQ";"2208"
"2025-11-14";"22:15";"RYR4663";"MILAN/BERGAMO (BGY)";"No informado";"Noche";"RYR";"BGY";"4663"
"2025-11-14";"22:55";"VLG8473";"LONDRES /GATWICK (LGW)";"No informado";"Noche";"VLG";"LGW";"8473"
"2025-11-14";"23:00";"DLH1164";"FRANKFURT (FRA)";"No informado";"Noche";"DLH";"FRA";"1164"
"2025-11-14";"23:10";"RYR7267";"TREVISO/S.ANGELO (MIL) (TSF)";"No informado";"Noche";"RYR";"TSF";"7267"
"2025-11-14";"23:10";"RYR7470";"MILAN /MALPENSA (MXP)";"No informado";"Noche";"RYR";"MXP";"7470"
"2025-11-14";"23:20";"RYR1780";"BADEN BADEN-KARLSRUHE (FKB) (FKB)";"No informado";"Noche";"RYR";"FKB";"1780"
"2025-11-14";"23:30";"RYR7201";"GRAN CANARIA (LPA)";"No informado";"Noche";"RYR";"LPA";"7201"
"2025-11-14";"23:35";"RYR6325";"LONDRES /STANSTED (STN)";"No informado";"Noche";"RYR";"STN";"6325"
"2025-11-14";"23:45";"IBE2431";"IBIZA (IBZ)";"No informado";"Noche";"IBE";"IBZ";"2431"
"2025-11-14";"23:55";"RYR1768";"LISBOA (LIS)";"No informado";"Noche";"RYR";"LIS";"1768"
"2025-11-15";"00:35";"RYR4486";"PALERMO /PUNTA RAISI (PMO)";"No informado";"Madrugada";"RYR";"PMO";"4486"
"2025-11-15";"07:55";"RYR952";"PISA / GALILEO GALILEI (PSA)";"No informado";"Mañana";"RYR";"PSA";"952"
"2025-11-15";"07:55";"RYR620";"BOLONIA (BLQ)";"No informado";"Mañana";"RYR";"BLQ";"620"
"2025-11-15";"08:00";"RYR6415";"PESCARA (PSR)";"No informado";"Mañana";"RYR";"PSR";"6415"
"2025-11-15";"08:25";"TRA6333";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Mañana";"TRA";"AMS";"6333"
"2025-11-15";"08:30";"RYR638";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Mañana";"RYR";"AGP";"638"
"2025-11-15";"08:30";"TVF4620";"PARIS /ORLY (ORY)";"No informado";"Mañana";"TVF";"ORY";"4620"
"2025-11-15";"09:00";"WMT3723";"IASI (IAS)";"No informado";"Mañana";"WMT";"IAS";"3723"
"2025-11-15";"09:05";"RYR138";"BERLIN BRANDENBURG (BER)";"No informado";"Mañana";"RYR";"BER";"138"
"2025-11-15";"09:15";"IBE5783";"PARIS /ORLY (ORY)";"No informado";"Mañana";"IBE";"ORY";"5783"
"2025-11-15";"09:20";"RYR8109";"CORK (ORK)";"No informado";"Mañana";"RYR";"ORK";"8109"
"2025-11-15";"09:25";"RYR9380";"BIRMINGHAM / INTERNACIONAL (BHX)";"No informado";"Mañana";"RYR";"BHX";"9380"
"2025-11-15";"09:35";"WZZ1337";"VARSOVIA (WAW)";"No informado";"Mañana";"WZZ";"WAW";"1337"
"2025-11-15";"09:55";"TRA5105";"EINDHOVEN (EIN)";"No informado";"Mañana";"TRA";"EIN";"5105"
"2025-11-15";"10:05";"IBE2382";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Mañana";"IBE";"AGP";"2382"
"2025-11-15";"10:35";"RYR802";"VIENA (VIE)";"No informado";"Mañana";"RYR";"VIE";"802"
"2025-11-15";"10:45";"EWG9538";"DUSSELDORF (DUS)";"No informado";"Mañana";"EWG";"DUS";"9538"
"2025-11-15";"10:55";"RYR2206";"SEVILLA (SVQ)";"No informado";"Mañana";"RYR";"SVQ";"2206"
"2025-11-15";"11:00";"RYR4631";"MILAN/BERGAMO (BGY)";"No informado";"Mañana";"RYR";"BGY";"4631"
"2025-11-15";"11:35";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Mañana";"RYR";"CRL";"1687"
"2025-11-15";"11:40";"RYR993";"ROMA /FIUMICINO (FCO)";"No informado";"Mañana";"RYR";"FCO";"993"
"2025-11-15";"11:55";"RYR1740";"DUBLIN (DUB)";"No informado";"Mañana";"RYR";"DUB";"1740"
"2025-11-15";"12:05";"VLG5831";"IBIZA (IBZ)";"No informado";"Tarde";"VLG";"IBZ";"5831"
"2025-11-15";"12:05";"RYR1131";"NUREMBERG (NUE)";"No informado";"Tarde";"RYR";"NUE";"1131"
"2025-11-15";"12:20";"DLH1160";"FRANKFURT (FRA)";"No informado";"Tarde";"DLH";"FRA";"1160"
"2025-11-15";"12:35";"RYR2301";"BUDAPEST (BUD)";"No informado";"Tarde";"RYR";"BUD";"2301"
"2025-11-15";"12:35";"RYR7201";"GRAN CANARIA (LPA)";"No informado";"Tarde";"RYR";"LPA";"7201"
"2025-11-15";"13:35";"RYR7215";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"RYR";"PMI";"7215"
"2025-11-15";"13:45";"VOE3582";"ASTURIAS (OVD)";"No informado";"Tarde";"VOE";"OVD";"3582"
"2025-11-15";"13:50";"IBE2391";"SEVILLA (SVQ)";"No informado";"Tarde";"IBE";"SVQ";"2391"
"2025-11-15";"13:50";"RYR643";"LONDRES /STANSTED (STN)";"No informado";"Tarde";"RYR";"STN";"643"
"2025-11-15";"15:00";"RYR1710";"OPORTO (OPO)";"No informado";"Tarde";"RYR";"OPO";"1710"
"2025-11-15";"15:40";"RYR681";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Tarde";"RYR";"AGP";"681"
"2025-11-15";"15:45";"IBE2441";"MENORCA (MAH)";"No informado";"Tarde";"IBE";"MAH";"2441"
"2025-11-15";"16:00";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"Tarde";"RYR";"MXP";"1444"
"2025-11-15";"16:30";"RYR497";"MILAN/BERGAMO (BGY)";"No informado";"Tarde";"RYR";"BGY";"497"
"2025-11-15";"16:35";"RYR2217";"MARRAKECH (RAK)";"No informado";"Tarde";"RYR";"RAK";"2217"
"2025-11-15";"16:50";"RYR616";"IBIZA (IBZ)";"No informado";"Tarde";"RYR";"IBZ";"616"
"2025-11-15";"17:20";"BAW410";"LONDRES / HEATHROW (LHR)";"No informado";"Tarde";"BAW";"LHR";"410"
"2025-11-15";"17:40";"RYR6248";"TREVISO/S.ANGELO (MIL) (TSF)";"No informado";"Tarde";"RYR";"TSF";"6248"
"2025-11-15";"17:40";"VLG3952";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"VLG";"PMI";"3952"
"2025-11-15";"17:40";"RZO8732";"LISBOA (LIS)";"No informado";"Tarde";"RZO";"LIS";"8732"
"2025-11-15";"18:20";"RYR1848";"MEMMINGEN (FMM)";"No informado";"Noche";"RYR";"FMM";"1848"
"2025-11-15";"18:30";"RYR1714";"NANTES-ATLANTIQUE (NTE)";"No informado";"Noche";"RYR";"NTE";"1714"
"2025-11-15";"18:30";"RYR1780";"BADEN BADEN-KARLSRUHE (FKB) (FKB)";"No informado";"Noche";"RYR";"FKB";"1780"
"2025-11-15";"19:00";"RYR618";"TRIESTE (TRS)";"No informado";"Noche";"RYR";"TRS";"618"
"2025-11-15";"19:20";"BEL3751";"BRUSELAS (BRU)";"No informado";"Noche";"BEL";"BRU";"3751"
"2025-11-15";"19:20";"RYR1611";"BARI /PALESE (BRI)";"No informado";"Noche";"RYR";"BRI";"1611"
"2025-11-15";"20:00";"RYR6836";"NAPOLES (NAP)";"No informado";"Noche";"RYR";"NAP";"6836"
"2025-11-15";"21:30";"RYR3488";"LANZAROTE CÉSAR MANRIQUE (ACE)";"No informado";"Noche";"RYR";"ACE";"3488"
"2025-11-15";"22:20";"RYR2257";"KOELN/BONN (CGN)";"No informado";"Noche";"RYR";"CGN";"2257"
"2025-11-15";"22:25";"RYR7373";"PALMA DE MALLORCA (PMI)";"No informado";"Noche";"RYR";"PMI";"7373"
"2025-11-15";"22:40";"RYR1971";"TENERIFE SUR (TFS)";"No informado";"Noche";"RYR";"TFS";"1971"
"2025-11-15";"22:45";"RYR2208";"SEVILLA (SVQ)";"No informado";"Noche";"RYR";"SVQ";"2208"
"2025-11-15";"23:05";"RYR1736";"LONDRES /STANSTED (STN)";"No informado";"Noche";"RYR";"STN";"1736"
"2025-11-15";"23:10";"RYR2147";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Noche";"RYR";"CRL";"2147"
"2025-11-15";"23:15";"DLH1164";"FRANKFURT (FRA)";"No informado";"Noche";"DLH";"FRA";"1164"
"2025-11-15";"23:45";"RYR7470";"MILAN /MALPENSA (MXP)";"No informado";"Noche";"RYR";"MXP";"7470"
"2025-11-16";"00:25";"RYR9237";"SOFIA (SOF)";"No informado";"Madrugada";"RYR";"SOF";"9237"
"2025-11-16";"07:55";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"Mañana";"RYR";"MXP";"1444"
"2025-11-16";"08:10";"EWG2530";"STUTTGART (STR)";"No informado";"Mañana";"EWG";"STR";"2530"
"2025-11-16";"08:25";"RYR5540";"TANGER (TNG)";"No informado";"Mañana";"RYR";"TNG";"5540"
"2025-11-16";"08:55";"EWG9538";"DUSSELDORF (DUS)";"No informado";"Mañana";"EWG";"DUS";"9538"
"2025-11-16";"09:25";"RYR2080";"TOULOUSE (TLS)";"No informado";"Mañana";"RYR";"TLS";"2080"
"2025-11-16";"09:30";"TRA5105";"EINDHOVEN (EIN)";"No informado";"Mañana";"TRA";"EIN";"5105"
"2025-11-16";"09:40";"RYR616";"IBIZA (IBZ)";"No informado";"Mañana";"RYR";"IBZ";"616"
"2025-11-16";"09:45";"TRA6335";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Mañana";"TRA";"AMS";"6335"
"2025-11-16";"09:50";"WMT3185";"BUCAREST (OTP)";"No informado";"Mañana";"WMT";"OTP";"3185"
"2025-11-16";"10:15";"VOE2436";"BURDEOS (BOD)";"No informado";"Mañana";"VOE";"BOD";"2436"
"2025-11-16";"10:25";"RYR643";"LONDRES /STANSTED (STN)";"No informado";"Mañana";"RYR";"STN";"643"
"2025-11-16";"10:30";"VLG1175";"GRAN CANARIA (LPA)";"No informado";"Mañana";"VLG";"LPA";"1175"
"2025-11-16";"10:35";"RYR5034";"MARRAKECH (RAK)";"No informado";"Mañana";"RYR";"RAK";"5034"
"2025-11-16";"10:45";"RYR1003";"ROMA /FIUMICINO (FCO)";"No informado";"Mañana";"RYR";"FCO";"1003"
"2025-11-16";"11:50";"SWR2140";"ZURICH (ZRH)";"No informado";"Mañana";"SWR";"ZRH";"2140"
"2025-11-16";"12:45";"RYR2301";"BUDAPEST (BUD)";"No informado";"Tarde";"RYR";"BUD";"2301"
"2025-11-16";"13:15";"RYR2229";"CRACOVIA (KRK)";"No informado";"Tarde";"RYR";"KRK";"2229"
"2025-11-16";"13:15";"IBE5405";"TENERIFE NORTE-C. LA LAGUNA (TFN)";"No informado";"Tarde";"IBE";"TFN";"5405"
"2025-11-17";"11:20";"NMA1082";"(CAI)";"No informado";"Mañana";"NMA";"CAI";"1082"
"2025-11-17";"15:05";"MSC3724";"(CAI)";"No informado";"Tarde";"MSC";"CAI";"3724"
"2025-11-19";"15:00";"VLG5793";"SEVILLA (SVQ)";"No informado";"Tarde";"VLG";"SVQ";"5793"
"2025-11-20";"20:00";"ASL9030";"BELGRADO (BEG)";"No informado";"Noche";"ASL";"BEG";"9030"
"2025-11-22";"12:25";"VLG8473";"LONDRES /GATWICK (LGW)";"No informado";"Tarde";"VLG";"LGW";"8473"
